销售日期,店风格,店名,店性质,品类描述,品牌描述,所属大区,所属小区,销售额,毛利,毛利率(%)
2017-9-5,生活馆,武汉百货,自有店,儿童饰物,PAW IN PAW,中西区,华中,9799,235,2.4
2017-9-5,生活馆,北京一期（百货）,自有店,婴儿用品,O.C.T.MAMI(十月妈咪),北方区,华北,1515,458,30.23
2017-9-5,生活馆,天新百店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,1185,174,14.68
2017-9-5,生活馆,北京一期（百货）,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,9029,228,2.53
2017-9-5,生活馆,北利莹百_,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,5992,145,2.42
2017-9-5,时尚馆,上淮海店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2171,293,13.5
2017-9-5,时尚馆,上虹口店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,9719,187,1.92
2017-9-5,时尚馆,上虹口店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1381,179,12.96
2017-9-5,时尚馆,上长宁店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,4446,511,11.49
2017-9-5,生活馆,上七宝店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1841,349,18.96
2017-9-5,生活馆,上五角场店,管理店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,5928,652,11
2017-9-5,生活馆,上浦建店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,8980,107,1.19
2017-9-5,生活馆,上宝山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1399,182,13.01
2017-9-5,生活馆,武汉百货,自有店,钟表,ZIPPO(之宝),中西区,华中,1159,324,27.96
2017-9-5,生活馆,北京一期（百货）,自有店,家庭用品,SINOMAX(丝露梦),北方区,华北,1020,329,32.25
2017-9-5,生活馆,哈尔滨百货,自有店,床上用品,SINOMAX(丝露梦),北方区,东北,2229,563,25.26
2017-9-5,生活馆,沈津桥店.,自有店,床上用品,SINOMAX(丝露梦),北方区,东北,3159,883,27.95
2017-9-5,生活馆,北利莹百_,自有店,床上用品,SINOMAX(丝露梦),北方区,华北,1062,255,24.01
2017-9-5,时尚馆,上虹口店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,4979,160,3.21
2017-9-5,生活馆,上五角场店,管理店,床上用品,SINOMAX(丝露梦),东南区,上海,1279,358,27.99
2017-9-5,生活馆,上成山店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,1649,544,32.99
2017-9-5,时尚馆,武淮美店,自有店,床上用品,SINOMAX(丝露梦),中西区,华中,6539,176,2.69
2017-9-5,时尚馆,武徐东店,管理店,床上用品,SINOMAX(丝露梦),中西区,华中,2699,708,26.23
2017-9-4,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,1027,205,19.96
2017-9-4,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,3204,192,5.99
2017-9-4,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,1055,549,52.04
2017-9-4,生活馆,北京一期（百货）,自有店,女士上班服装,X.ZHINING,北方区,华北,1226,383,31.24
2017-9-4,时尚馆,重庆店,自有店,女士上班服装,WHO.A.U,中西区,西南,1151,172,14.94
2017-9-4,生活馆,上宝山店,自有店,女士成熟服装,O.C.T.MAMI(十月妈咪),东南区,上海,9079,254,2.8
2017-9-4,生活馆,天新百店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),北方区,华北,1783,463,25.97
2017-9-4,生活馆,上浦建店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),东南区,上海,1693,457,26.99
2017-9-4,生活馆,武汉百货,自有店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,9859,285,2.89
2017-9-4,时尚馆,武徐东店,管理店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,7359,200,2.72
2017-9-4,生活馆,北京二期（百货）,自有店,女士手袋及皮件,LESPORTSAC,北方区,华北,6719,144,2.14
2017-9-4,生活馆,天新百店,自有店,女士皮鞋,HANG TEN,北方区,华北,1348,337,25
2017-9-4,生活馆,北京一期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,2553,708,27.73
2017-9-4,生活馆,北京二期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,2554,581,22.75
2017-9-4,时尚馆,北彩旋店.,自有店,女士皮鞋,HANG TEN,北方区,华北,1697,462,27.22
2017-9-4,生活馆,北利莹百_,自有店,女士皮鞋,HANG TEN,北方区,华北,1195,302,25.27
2017-9-4,生活馆,上七宝店,自有店,男士上班服装,RACB JJQN,东南区,上海,3379,104,3.08
2017-9-4,生活馆,哈尔滨百货,自有店,男士配饰,ZIPPO(之宝),北方区,东北,2907,821,28.24
2017-9-4,生活馆,天新百店,自有店,男士配饰,ZIPPO(之宝),北方区,华北,8919,231,2.59
2017-9-4,生活馆,北京一期（百货）,自有店,男士配饰,ZIPPO(之宝),北方区,华北,1447,459,31.72
2017-9-4,生活馆,北利莹百_,自有店,男士配饰,ZIPPO(之宝),北方区,华北,5659,169,2.99
2017-9-4,时尚馆,上虹口店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,1153,300,26.02
2017-9-4,生活馆,上浦建店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,8979,246,2.74
2017-9-4,生活馆,上宝山店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,3079,847,27.51
2017-9-4,时尚馆,武淮美店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,5789,162,2.8
2017-9-4,时尚馆,武徐东店,管理店,男士配饰,ZIPPO(之宝),中西区,华中,1649,445,26.99
2017-9-4,生活馆,武汉阳店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,4799,130,2.71
2017-9-4,生活馆,郑州店,自有店,男士配饰,ZIPPO(之宝),中西区,中南,2359,483,20.47
2017-9-4,时尚馆,重庆店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,7129,196,2.75
2017-9-4,时尚馆,成都店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,1132,294,25.97
2017-9-4,生活馆,上成山店,自有店,男士皮鞋,HANG TEN,东南区,上海,7579,204,2.69
2017-9-4,生活馆,沈津桥店.,自有店,儿童服装,PAW IN PAW,北方区,东北,9999,110,1.1
2017-9-4,生活馆,天新百店,自有店,儿童服装,PAW IN PAW,北方区,华北,3306,529,16
2017-9-4,生活馆,北京一期（百货）,自有店,儿童服装,PAW IN PAW,北方区,华北,2565,641,24.99
2017-9-4,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,8835,214,2.42
2017-9-4,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,3756,563,14.99
2017-9-4,时尚馆,兰州百货,自有店,儿童服装,PAW IN PAW,北方区,西北,1790,161,8.99
2017-9-4,生活馆,上浦建店,自有店,儿童服装,PAW IN PAW,东南区,上海,1115,178,15.96
2017-9-4,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,1802,324,17.98
2017-9-4,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,9539,171,1.79
2017-9-4,时尚馆,重庆店,自有店,儿童服装,PAW IN PAW,中西区,西南,1059,127,11.99
2017-9-4,时尚馆,成都店,自有店,儿童服装,PAW IN PAW,中西区,西南,7799,156,2
2017-9-4,时尚馆,成都店,自有店,儿童服装,PAW IN PAW,中西区,西南,8979,457,5.09
2017-9-4,生活馆,武汉百货,自有店,儿童饰物,PAW IN PAW,中西区,华中,2979,715,24
2017-9-4,生活馆,北京一期（百货）,自有店,婴儿用品,O.C.T.MAMI(十月妈咪),北方区,华北,1375,416,30.25
2017-9-4,生活馆,天新百店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,4278,631,14.75
2017-9-4,生活馆,北京一期（百货）,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,4158,105,2.53
2017-9-4,生活馆,北利莹百_,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,3294,799,24.26
2017-9-4,时尚馆,上淮海店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2139,288,13.46
2017-9-4,时尚馆,上虹口店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,3209,417,12.99
2017-9-4,时尚馆,上长宁店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1398,160,11.44
2017-9-4,生活馆,上七宝店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1340,254,18.96
2017-9-4,生活馆,上五角场店,管理店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,6645,731,11
2017-9-4,生活馆,上浦建店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,3457,414,11.98
2017-9-4,生活馆,上宝山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1748,227,12.99
2017-9-4,生活馆,武汉百货,自有店,钟表,ZIPPO(之宝),中西区,华中,4359,122,2.8
2017-9-4,生活馆,北京一期（百货）,自有店,家庭用品,SINOMAX(丝露梦),北方区,华北,2485,801,32.23
2017-9-4,生活馆,沈津桥店.,自有店,床上用品,SINOMAX(丝露梦),北方区,东北,1979,553,27.94
2017-9-4,生活馆,北利莹百_,自有店,床上用品,SINOMAX(丝露梦),北方区,华北,1053,252,23.93
2017-9-4,生活馆,上五角场店,管理店,床上用品,SINOMAX(丝露梦),东南区,上海,1979,554,27.99
2017-9-4,生活馆,上宝山店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,3419,957,27.99
2017-9-4,生活馆,上成山店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,2619,864,32.99
2017-9-4,时尚馆,武淮美店,自有店,床上用品,SINOMAX(丝露梦),中西区,华中,5309,143,2.69
2017-9-3,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,2515,503,20
2017-9-3,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,2391,478,19.99
2017-9-3,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,2883,173,6
2017-9-3,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,6707,348,5.19
2017-9-3,生活馆,北京一期（百货）,自有店,女士上班服装,X.ZHINING,北方区,华北,2855,892,31.24
2017-9-3,时尚馆,重庆店,自有店,女士上班服装,WHO.A.U,中西区,西南,9959,149,1.5
2017-9-3,生活馆,上宝山店,自有店,女士成熟服装,O.C.T.MAMI(十月妈咪),东南区,上海,9479,265,2.8
2017-9-3,生活馆,天新百店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),北方区,华北,5779,150,2.6
2017-9-3,生活馆,上浦建店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),东南区,上海,2029,548,27.01
2017-9-3,生活馆,武汉百货,自有店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,3203,929,29
2017-9-3,时尚馆,武徐东店,管理店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,4129,112,2.71
2017-9-3,时尚馆,武徐东店,管理店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,3579,975,27.24
2017-9-3,生活馆,天新百店,自有店,女士皮鞋,HANG TEN,北方区,华北,5979,149,2.49
2017-9-3,生活馆,北京一期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,1735,481,27.72
2017-9-3,生活馆,北京二期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,7089,161,2.27
2017-9-3,时尚馆,北彩旋店.,自有店,女士皮鞋,HANG TEN,北方区,华北,3750,102,2.72
2017-9-3,生活馆,北利莹百_,自有店,女士皮鞋,HANG TEN,北方区,华北,2831,715,25.26
2017-9-3,时尚馆,上新宁店.,自有店,女士皮鞋,HANG TEN,东南区,上海,3739,822,21.98
2017-9-3,生活馆,上浦建店,自有店,男士轻便服装,RACB JJQN,东南区,上海,2579,774,30.01
2017-9-3,生活馆,上成山店,自有店,男士轻便服装,RACB JJQN,东南区,上海,2999,780,26.01
2017-9-3,生活馆,天新百店,自有店,男士配饰,ZIPPO(之宝),北方区,华北,1239,322,25.99
2017-9-3,生活馆,北京一期（百货）,自有店,男士配饰,ZIPPO(之宝),北方区,华北,2761,876,31.73
2017-9-3,时尚馆,上虹口店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,4799,124,2.58
2017-9-3,生活馆,上浦建店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,5799,159,2.74
2017-9-3,生活馆,上宝山店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,1687,464,27.5
2017-9-3,时尚馆,武淮美店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,2443,684,28
2017-9-3,生活馆,武汉阳店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,9579,261,2.72
2017-9-3,时尚馆,长沙店,自有店,男士配饰,ZIPPO(之宝),中西区,中南,3798,105,2.76
2017-9-3,生活馆,郑州店,自有店,男士配饰,ZIPPO(之宝),中西区,中南,9269,190,2.05
2017-9-3,时尚馆,昆明店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,1077,272,25.26
2017-9-3,时尚馆,重庆店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,1524,419,27.49
2017-9-3,时尚馆,成都店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,5749,149,2.59
2017-9-3,生活馆,上成山店,自有店,男士皮鞋,HANG TEN,东南区,上海,1989,537,27
2017-9-3,生活馆,沈津桥店.,自有店,儿童服装,PAW IN PAW,北方区,东北,799,88,11.01
2017-9-3,生活馆,天新百店,自有店,儿童服装,PAW IN PAW,北方区,华北,4040,646,15.99
2017-9-3,生活馆,北京一期（百货）,自有店,儿童服装,PAW IN PAW,北方区,华北,8318,207,2.49
2017-9-3,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,1152,279,24.22
2017-9-3,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,3615,542,14.99
2017-9-3,时尚馆,兰州百货,自有店,儿童服装,PAW IN PAW,北方区,西北,2989,269,9
2017-9-3,生活馆,上浦建店,自有店,儿童服装,PAW IN PAW,东南区,上海,9979,159,1.59
2017-9-3,时尚馆,重庆店,自有店,儿童服装,PAW IN PAW,中西区,西南,2799,336,12
2017-9-3,时尚馆,成都店,自有店,儿童服装,PAW IN PAW,中西区,西南,9959,507,5.09
2017-9-3,生活馆,武汉百货,自有店,儿童饰物,PAW IN PAW,中西区,华中,4521,108,2.39
2017-9-3,生活馆,北京一期（百货）,自有店,婴儿用品,O.C.T.MAMI(十月妈咪),北方区,华北,7835,237,3.02
2017-9-3,生活馆,天新百店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,5329,786,14.75
2017-9-3,生活馆,北京一期（百货）,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,1566,395,25.22
2017-9-3,生活馆,北利莹百_,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,2457,595,24.22
2017-9-3,时尚馆,上淮海店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,3326,449,13.5
2017-9-3,时尚馆,上长宁店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2090,240,11.48
2017-9-3,生活馆,上七宝店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1627,309,18.99
2017-9-3,生活馆,上五角场店,管理店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,5743,631,10.99
2017-9-3,生活馆,上浦建店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,4376,525,12
2017-9-3,生活馆,上宝山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1439,187,13
2017-9-3,生活馆,上成山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1131,203,17.95
2017-9-3,生活馆,武汉百货,自有店,钟表,ZIPPO(之宝),中西区,华中,5389,150,2.78
2017-9-3,生活馆,北京一期（百货）,自有店,家庭用品,SINOMAX(丝露梦),北方区,华北,2027,654,32.26
2017-9-3,生活馆,哈尔滨百货,自有店,床上用品,SINOMAX(丝露梦),北方区,东北,2226,562,25.25
2017-9-3,生活馆,沈津桥店.,自有店,床上用品,SINOMAX(丝露梦),北方区,东北,2579,721,27.96
2017-9-3,生活馆,北利莹百_,自有店,床上用品,SINOMAX(丝露梦),北方区,华北,1619,388,23.97
2017-9-3,生活馆,上五角场店,管理店,床上用品,SINOMAX(丝露梦),东南区,上海,3419,957,27.99
2017-9-3,生活馆,上宝山店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,1299,364,28.02
2017-9-3,生活馆,上成山店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,8689,286,3.29
2017-9-3,时尚馆,武淮美店,自有店,床上用品,SINOMAX(丝露梦),中西区,华中,3379,912,26.99
2017-9-3,时尚馆,武徐东店,管理店,床上用品,SINOMAX(丝露梦),中西区,华中,2989,784,26.23
2017-9-2,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,6791,135,1.99
2017-9-2,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,1228,245,19.95
2017-9-2,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,8307,498,5.99
2017-9-2,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,2712,141,5.2
2017-9-2,生活馆,北京一期（百货）,自有店,女士上班服装,X.ZHINING,北方区,华北,6178,193,3.12
2017-9-2,时尚馆,重庆店,自有店,女士上班服装,WHO.A.U,中西区,西南,4959,744,15
2017-9-2,生活馆,上宝山店,自有店,女士成熟服装,O.C.T.MAMI(十月妈咪),东南区,上海,7565,211,2.79
2017-9-2,生活馆,天新百店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),北方区,华北,2707,704,26.01
2017-9-2,生活馆,上浦建店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),东南区,上海,4816,130,2.7
2017-9-2,生活馆,武汉百货,自有店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,1989,577,29.01
2017-9-2,时尚馆,武徐东店,管理店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,6209,169,2.72
2017-9-2,生活馆,北京二期（百货）,自有店,女士手袋及皮件,LESPORTSAC,北方区,华北,3011,737,24.48
2017-9-2,生活馆,北京二期（百货）,自有店,女士手袋及皮件,LESPORTSAC,北方区,华北,5949,127,2.13
2017-9-2,生活馆,天新百店,自有店,女士皮鞋,HANG TEN,北方区,华北,1310,327,24.96
2017-9-2,生活馆,北京一期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,4773,132,2.77
2017-9-2,生活馆,北京二期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,4488,102,2.27
2017-9-2,时尚馆,北彩旋店.,自有店,女士皮鞋,HANG TEN,北方区,华北,2401,654,27.24
2017-9-2,生活馆,北利莹百_,自有店,女士皮鞋,HANG TEN,北方区,华北,3510,886,25.24
2017-9-2,生活馆,上浦建店,自有店,男士轻便服装,RACB JJQN,东南区,上海,2447,734,30
2017-9-2,生活馆,上成山店,自有店,男士轻便服装,RACB JJQN,东南区,上海,5339,138,2.58
2017-9-2,生活馆,上七宝店,自有店,男士上班服装,RACB JJQN,东南区,上海,5199,161,3.1
2017-9-2,生活馆,哈尔滨百货,自有店,男士配饰,ZIPPO(之宝),北方区,东北,3539,100,2.83
2017-9-2,生活馆,沈津桥店.,自有店,男士配饰,ZIPPO(之宝),北方区,东北,3899,125,3.21
2017-9-2,生活馆,天新百店,自有店,男士配饰,ZIPPO(之宝),北方区,华北,1888,491,26.01
2017-9-2,生活馆,北京一期（百货）,自有店,男士配饰,ZIPPO(之宝),北方区,华北,2323,737,31.73
2017-9-2,生活馆,北利莹百_,自有店,男士配饰,ZIPPO(之宝),北方区,华北,5639,169,3
2017-9-2,时尚馆,上虹口店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,3714,965,25.98
2017-9-2,生活馆,上浦建店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,1182,325,27.5
2017-9-2,生活馆,上宝山店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,1337,367,27.45
2017-9-2,时尚馆,武淮美店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,1310,367,28.02
2017-9-2,时尚馆,武徐东店,管理店,男士配饰,ZIPPO(之宝),中西区,华中,1451,392,27.02
2017-9-2,生活馆,武汉阳店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,1313,358,27.27
2017-9-2,时尚馆,长沙店,自有店,男士配饰,ZIPPO(之宝),中西区,中南,1028,285,27.72
2017-9-2,生活馆,郑州店,自有店,男士配饰,ZIPPO(之宝),中西区,中南,2489,510,20.49
2017-9-2,生活馆,郑州店,自有店,男士配饰,ZIPPO(之宝),中西区,中南,4999,102,2.04
2017-9-2,时尚馆,昆明店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,4159,105,2.52
2017-9-2,时尚馆,重庆店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,1065,293,27.51
2017-9-2,时尚馆,成都店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,5619,146,2.6
2017-9-2,生活馆,上成山店,自有店,男士皮鞋,HANG TEN,东南区,上海,2891,780,26.98
2017-9-2,生活馆,沈津桥店.,自有店,儿童服装,PAW IN PAW,北方区,东北,1989,218,10.96
2017-9-2,生活馆,天新百店,自有店,儿童服装,PAW IN PAW,北方区,华北,3826,612,16
2017-9-2,生活馆,北京一期（百货）,自有店,儿童服装,PAW IN PAW,北方区,华北,3190,797,24.98
2017-9-2,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,4379,106,2.42
2017-9-2,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,6546,982,15
2017-9-2,时尚馆,兰州百货,自有店,儿童服装,PAW IN PAW,北方区,西北,1585,142,8.96
2017-9-2,生活馆,上浦建店,自有店,儿童服装,PAW IN PAW,东南区,上海,4012,642,16
2017-9-2,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,1171,210,17.93
2017-9-2,生活馆,武汉阳店,自有店,儿童服装,PAW IN PAW,中西区,华中,7073,127,1.8
2017-9-2,时尚馆,重庆店,自有店,儿童服装,PAW IN PAW,中西区,西南,2259,271,12
2017-9-2,时尚馆,成都店,自有店,儿童服装,PAW IN PAW,中西区,西南,1153,230,19.95
2017-9-2,时尚馆,成都店,自有店,儿童服装,PAW IN PAW,中西区,西南,8947,456,5.1
2017-9-2,生活馆,武汉百货,自有店,儿童饰物,PAW IN PAW,中西区,华中,4734,113,2.39
2017-9-2,生活馆,北京一期（百货）,自有店,婴儿用品,O.C.T.MAMI(十月妈咪),北方区,华北,1205,364,30.21
2017-9-2,生活馆,天新百店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,3762,555,14.75
2017-9-2,生活馆,北京一期（百货）,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,2071,523,25.25
2017-9-2,生活馆,北利莹百_,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,1178,285,24.19
2017-9-2,时尚馆,上淮海店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,5610,757,13.49
2017-9-2,时尚馆,上虹口店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2836,368,12.98
2017-9-2,时尚馆,上长宁店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,9117,104,1.14
2017-9-2,生活馆,上七宝店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,5726,108,1.89
2017-9-2,生活馆,上五角场店,管理店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,3034,333,10.98
2017-9-2,生活馆,上浦建店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1165,139,11.93
2017-9-2,生活馆,上宝山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,8326,108,1.3
2017-9-2,生活馆,上成山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,4989,898,18
2017-9-2,生活馆,武汉百货,自有店,钟表,ZIPPO(之宝),中西区,华中,5799,162,2.79
2017-9-2,生活馆,北京一期（百货）,自有店,家庭用品,SINOMAX(丝露梦),北方区,华北,2130,687,32.25
2017-9-2,生活馆,哈尔滨百货,自有店,床上用品,SINOMAX(丝露梦),北方区,东北,1404,354,25.21
2017-9-2,生活馆,沈津桥店.,自有店,床上用品,SINOMAX(丝露梦),北方区,东北,1424,398,27.95
2017-9-2,生活馆,北利莹百_,自有店,床上用品,SINOMAX(丝露梦),北方区,华北,4300,103,2.4
2017-9-2,生活馆,上五角场店,管理店,床上用品,SINOMAX(丝露梦),东南区,上海,2261,633,28
2017-9-2,生活馆,上成山店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,8749,288,3.29
2017-9-2,时尚馆,武淮美店,自有店,床上用品,SINOMAX(丝露梦),中西区,华中,2583,697,26.98
2017-9-2,时尚馆,武徐东店,管理店,床上用品,SINOMAX(丝露梦),中西区,华中,1299,341,26.25
2017-9-1,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,8209,164,2
2017-9-1,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,5823,116,1.99
2017-9-1,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,5834,350,6
2017-9-1,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,9791,509,5.2
2017-9-1,生活馆,北京一期（百货）,自有店,女士上班服装,X.ZHINING,北方区,华北,2141,669,31.25
2017-9-1,时尚馆,重庆店,自有店,女士上班服装,WHO.A.U,中西区,西南,1979,297,15.01
2017-9-1,生活馆,上宝山店,自有店,女士成熟服装,O.C.T.MAMI(十月妈咪),东南区,上海,2913,815,27.98
2017-9-1,生活馆,天新百店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),北方区,华北,1755,456,25.98
2017-9-1,生活馆,上浦建店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),东南区,上海,3224,870,26.99
2017-9-1,生活馆,武汉百货,自有店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,8959,259,2.89
2017-9-1,时尚馆,武徐东店,管理店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,2492,679,27.25
2017-9-1,时尚馆,武徐东店,管理店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,4479,122,2.72
2017-9-1,生活馆,北京二期（百货）,自有店,女士手袋及皮件,LESPORTSAC,北方区,华北,1615,395,24.46
2017-9-1,生活馆,北京二期（百货）,自有店,女士手袋及皮件,LESPORTSAC,北方区,华北,2407,517,21.48
2017-9-1,生活馆,天新百店,自有店,女士皮鞋,HANG TEN,北方区,华北,2070,517,24.98
2017-9-1,生活馆,北京一期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,1603,445,27.76
2017-9-1,生活馆,北京二期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,3089,702,22.73
2017-9-1,时尚馆,北彩旋店.,自有店,女士皮鞋,HANG TEN,北方区,华北,3579,975,27.24
2017-9-1,生活馆,北利莹百_,自有店,女士皮鞋,HANG TEN,北方区,华北,1572,397,25.25
2017-9-1,时尚馆,上新宁店.,自有店,女士皮鞋,HANG TEN,东南区,上海,3296,725,22
2017-9-1,生活馆,上浦建店,自有店,男士轻便服装,RACB JJQN,东南区,上海,9679,290,3
2017-9-1,生活馆,上成山店,自有店,男士轻便服装,RACB JJQN,东南区,上海,2389,621,25.99
2017-9-1,生活馆,上七宝店,自有店,男士上班服装,RACB JJQN,东南区,上海,8839,274,3.1
