销售日期,店风格,店名,店性质,品类描述,品牌描述,所属大区,所属小区,销售额,毛利,毛利率(%)
2017-6-2,生活馆,上宝山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,7644,993,12.99
2017-6-2,生活馆,上成山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1889,340,18
2017-6-2,生活馆,武汉百货,自有店,钟表,ZIPPO(之宝),中西区,华中,4799,134,2.79
2017-6-2,生活馆,北京一期（百货）,自有店,家庭用品,SINOMAX(丝露梦),北方区,华北,1547,487,31.48
2017-6-2,生活馆,北利莹百_,自有店,床上用品,SINOMAX(丝露梦),北方区,华北,4484,107,2.39
2017-6-2,时尚馆,上虹口店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,1209,341,28.21
2017-6-2,时尚馆,上虹口店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,1989,562,28.26
2017-6-2,生活馆,上五角场店,管理店,床上用品,SINOMAX(丝露梦),东南区,上海,1989,557,28
2017-6-2,生活馆,上浦建店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,1450,406,28
2017-6-2,时尚馆,武淮美店,自有店,床上用品,SINOMAX(丝露梦),中西区,华中,4119,111,2.69
2017-6-2,时尚馆,武淮美店,自有店,床上用品,SINOMAX(丝露梦),中西区,华中,8679,234,2.7
2017-6-2,时尚馆,武徐东店,管理店,床上用品,SINOMAX(丝露梦),中西区,华中,1259,330,26.21
2017-6-1,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,4957,942,19
2017-6-1,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,4773,248,5.2
2017-6-1,生活馆,北京一期（百货）,自有店,女士上班服装,X.ZHINING,北方区,华北,3037,949,31.25
2017-6-1,时尚馆,重庆店,自有店,女士上班服装,WHO.A.U,中西区,西南,3559,534,15
2017-6-1,时尚馆,重庆店,自有店,女士上班服装,WHO.A.U,中西区,西南,2085,312,14.96
2017-6-1,时尚馆,重庆店,自有店,女士上班服装,WHO.A.U,中西区,西南,2979,447,15.01
2017-6-1,生活馆,上宝山店,自有店,女士成熟服装,O.C.T.MAMI(十月妈咪),东南区,上海,3603,100,2.78
2017-6-1,生活馆,天新百店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),北方区,华北,8879,230,2.59
2017-6-1,生活馆,武汉百货,自有店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,8899,258,2.9
2017-6-1,时尚馆,武徐东店,管理店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,1052,292,27.76
2017-6-1,生活馆,北京二期（百货）,自有店,女士手袋及皮件,LESPORTSAC,北方区,华北,9689,222,2.29
2017-6-1,生活馆,天新百店,自有店,女士皮鞋,HANG TEN,北方区,华北,6799,170,2.5
2017-6-1,生活馆,北京二期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,2301,512,22.25
2017-6-1,生活馆,北京一期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,2472,673,27.22
2017-6-1,时尚馆,北彩旋店.,自有店,女士皮鞋,HANG TEN,北方区,华北,3039,828,27.25
2017-6-1,生活馆,北利莹百_,自有店,女士皮鞋,HANG TEN,北方区,华北,3524,890,25.26
2017-6-1,时尚馆,上新宁店.,自有店,女士皮鞋,HANG TEN,东南区,上海,1069,280,26.19
2017-6-1,时尚馆,上长宁店,自有店,女士皮鞋,HANG TEN,东南区,上海,2237,492,21.99
2017-6-1,生活馆,上宝山店,自有店,女士皮鞋,HANG TEN,东南区,上海,1117,212,18.98
2017-6-1,生活馆,上浦建店,自有店,男士轻便服装,RACB JJQN,东南区,上海,6499,182,2.8
2017-6-1,生活馆,上成山店,自有店,男士轻便服装,RACB JJQN,东南区,上海,2599,650,25.01
2017-6-1,生活馆,上七宝店,自有店,男士上班服装,RACB JJQN,东南区,上海,1719,533,31.01
2017-6-1,生活馆,哈尔滨百货,自有店,男士配饰,ZIPPO(之宝),北方区,东北,1179,333,28.24
2017-6-1,生活馆,天新百店,自有店,男士配饰,ZIPPO(之宝),北方区,华北,2078,540,25.99
2017-6-1,生活馆,北京一期（百货）,自有店,男士配饰,ZIPPO(之宝),北方区,华北,8619,267,3.1
2017-6-1,生活馆,北利莹百_,自有店,男士配饰,ZIPPO(之宝),北方区,华北,3859,114,2.95
2017-6-1,时尚馆,上虹口店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,999,267,26.73
2017-6-1,生活馆,上浦建店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,6639,172,2.59
2017-6-1,生活馆,上宝山店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,2112,559,26.47
2017-6-1,时尚馆,武淮美店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,5879,164,2.79
2017-6-1,生活馆,武橘口店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,7599,212,2.79
2017-6-1,时尚馆,武徐东店,管理店,男士配饰,ZIPPO(之宝),中西区,华中,3229,888,27.5
2017-6-1,生活馆,武汉阳店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,999,272,27.23
2017-6-1,时尚馆,长沙店,自有店,男士配饰,ZIPPO(之宝),中西区,中南,8599,234,2.72
2017-6-1,生活馆,郑州店,自有店,男士配饰,ZIPPO(之宝),中西区,中南,3499,771,22.03
2017-6-1,时尚馆,重庆店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,2735,725,26.51
2017-6-1,时尚馆,成都店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,1799,468,26.01
2017-6-1,生活馆,绵阳店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,9299,213,2.29
2017-6-1,生活馆,绵阳店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,4419,101,2.29
2017-6-1,生活馆,上五角场店,管理店,男士皮鞋,HANG TEN,东南区,上海,1072,300,27.99
2017-6-1,生活馆,上成山店,自有店,男士皮鞋,HANG TEN,东南区,上海,1733,468,27.01
2017-6-1,生活馆,沈中华店,自有店,儿童服装,PAW IN PAW,北方区,东北,2125,233,10.96
2017-6-1,生活馆,沈津桥店.,自有店,儿童服装,PAW IN PAW,北方区,东北,7719,849,11
2017-6-1,生活馆,天新百店,自有店,儿童服装,PAW IN PAW,北方区,华北,3219,515,16
2017-6-1,生活馆,天新百店,自有店,儿童服装,PAW IN PAW,北方区,华北,7475,119,1.59
2017-6-1,生活馆,北京一期（百货）,自有店,儿童服装,PAW IN PAW,北方区,华北,9196,229,2.49
2017-6-1,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,9882,239,2.42
2017-6-1,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,1348,202,14.99
2017-6-1,时尚馆,兰州百货,自有店,儿童服装,PAW IN PAW,北方区,西北,1527,137,8.97
2017-6-1,生活馆,上浦建店,自有店,儿童服装,PAW IN PAW,东南区,上海,7631,122,1.6
2017-6-1,生活馆,武橘口店,自有店,儿童服装,PAW IN PAW,中西区,华中,6323,126,1.99
2017-6-1,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,1189,107,9
2017-6-1,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,9699,174,1.79
2017-6-1,生活馆,武汉阳店,自有店,儿童服装,PAW IN PAW,中西区,华中,5749,103,1.79
2017-6-1,生活馆,武汉阳店,自有店,儿童服装,PAW IN PAW,中西区,华中,3024,211,6.98
2017-6-1,时尚馆,重庆店,自有店,儿童服装,PAW IN PAW,中西区,西南,1711,308,18
2017-6-1,时尚馆,重庆店,自有店,儿童服装,PAW IN PAW,中西区,西南,4915,884,17.99
2017-6-1,时尚馆,成都店,自有店,儿童服装,PAW IN PAW,中西区,西南,6647,339,5.1
2017-6-1,生活馆,绵阳店,自有店,儿童服装,PAW IN PAW,中西区,西南,2149,301,14.01
2017-6-1,生活馆,绵阳店,自有店,儿童服装,PAW IN PAW,中西区,西南,9009,126,1.4
2017-6-1,生活馆,武汉百货,自有店,儿童饰物,PAW IN PAW,中西区,华中,1473,353,23.96
2017-6-1,生活馆,北京一期（百货）,自有店,婴儿用品,O.C.T.MAMI(十月妈咪),北方区,华北,1757,514,29.25
2017-6-1,生活馆,沈中华店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,东北,2479,502,20.25
2017-6-1,生活馆,天新百店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,2715,400,14.73
2017-6-1,生活馆,北京一期（百货）,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,1050,265,25.24
2017-6-1,生活馆,北利莹百_,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,1646,164,9.96
2017-6-1,时尚馆,上淮海店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1683,227,13.49
2017-6-1,时尚馆,上虹口店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2409,439,18.22
2017-6-1,时尚馆,上虹口店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,4329,563,13.01
2017-6-1,时尚馆,上长宁店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2814,323,11.48
2017-6-1,生活馆,上七宝店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1511,287,18.99
2017-6-1,生活馆,上五角场店,管理店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1755,193,11
2017-6-1,生活馆,上浦建店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,4934,542,10.99
2017-6-1,生活馆,上宝山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2638,343,13
2017-6-1,生活馆,上成山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,7719,138,1.79
2017-6-1,生活馆,武汉百货,自有店,钟表,ZIPPO(之宝),中西区,华中,3289,921,28
2017-6-1,生活馆,北京一期（百货）,自有店,家庭用品,SINOMAX(丝露梦),北方区,华北,7339,231,3.15
2017-6-1,生活馆,北利莹百_,自有店,床上用品,SINOMAX(丝露梦),北方区,华北,2289,549,23.98
2017-6-1,时尚馆,上虹口店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,7309,206,2.82
2017-6-1,生活馆,上五角场店,管理店,床上用品,SINOMAX(丝露梦),东南区,上海,6579,184,2.8
2017-6-1,生活馆,上宝山店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,6079,170,2.8
2017-6-1,生活馆,上成山店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,9899,277,2.8
2017-6-1,时尚馆,武淮美店,自有店,床上用品,SINOMAX(丝露梦),中西区,华中,3425,925,27.01
2017-5-31,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,2581,490,18.98
2017-5-31,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,1870,972,51.98
2017-5-31,生活馆,北京一期（百货）,自有店,女士上班服装,X.ZHINING,北方区,华北,1590,497,31.26
2017-5-31,时尚馆,重庆店,自有店,女士上班服装,WHO.A.U,中西区,西南,1309,196,14.97
2017-5-31,生活馆,上宝山店,自有店,女士成熟服装,O.C.T.MAMI(十月妈咪),东南区,上海,1167,327,28.02
2017-5-31,生活馆,天新百店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),北方区,华北,1339,348,25.99
2017-5-31,生活馆,武汉百货,自有店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,2079,603,29
2017-5-31,时尚馆,武徐东店,管理店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,1469,400,27.23
2017-5-31,生活馆,北京二期（百货）,自有店,女士手袋及皮件,LESPORTSAC,北方区,华北,4119,947,22.99
2017-5-31,生活馆,天新百店,自有店,女士皮鞋,HANG TEN,北方区,华北,2031,508,25.01
2017-5-31,生活馆,北京二期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,3466,771,22.24
2017-5-31,生活馆,北京一期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,3335,909,27.26
2017-5-31,时尚馆,北彩旋店.,自有店,女士皮鞋,HANG TEN,北方区,华北,3610,984,27.26
2017-5-31,生活馆,北利莹百_,自有店,女士皮鞋,HANG TEN,北方区,华北,4666,117,2.51
2017-5-31,时尚馆,上长宁店,自有店,女士皮鞋,HANG TEN,东南区,上海,3739,822,21.98
2017-5-31,生活馆,上宝山店,自有店,女士皮鞋,HANG TEN,东南区,上海,5979,113,1.89
2017-5-31,生活馆,上浦建店,自有店,男士轻便服装,RACB JJQN,东南区,上海,1077,301,27.95
2017-5-31,生活馆,上成山店,自有店,男士轻便服装,RACB JJQN,东南区,上海,2999,750,25.01
2017-5-31,生活馆,上七宝店,自有店,男士上班服装,RACB JJQN,东南区,上海,2899,899,31.01
2017-5-31,生活馆,哈尔滨百货,自有店,男士配饰,ZIPPO(之宝),北方区,东北,1495,422,28.23
2017-5-31,时尚馆,鞍山店,自有店,男士配饰,ZIPPO(之宝),北方区,东北,4143,112,2.7
2017-5-31,生活馆,沈津桥店.,自有店,男士配饰,ZIPPO(之宝),北方区,东北,3209,992,30.91
2017-5-31,生活馆,天新百店,自有店,男士配饰,ZIPPO(之宝),北方区,华北,1527,397,26
2017-5-31,生活馆,北京一期（百货）,自有店,男士配饰,ZIPPO(之宝),北方区,华北,2147,665,30.97
2017-5-31,生活馆,北利莹百_,自有店,男士配饰,ZIPPO(之宝),北方区,华北,7829,232,2.96
2017-5-31,时尚馆,上虹口店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,2087,558,26.74
2017-5-31,时尚馆,上虹口店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,5799,155,2.67
2017-5-31,生活馆,上浦建店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,3879,100,2.58
2017-5-31,时尚馆,武淮美店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,2207,618,28
2017-5-31,生活馆,武橘口店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,6579,184,2.8
2017-5-31,时尚馆,武徐东店,管理店,男士配饰,ZIPPO(之宝),中西区,华中,3959,106,2.68
2017-5-31,生活馆,武汉阳店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,8819,240,2.72
2017-5-31,生活馆,郑州店,自有店,男士配饰,ZIPPO(之宝),中西区,中南,8429,185,2.19
2017-5-31,时尚馆,昆明店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,7859,198,2.52
2017-5-31,时尚馆,重庆店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,1685,446,26.47
2017-5-31,时尚馆,成都店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,4499,117,2.6
2017-5-31,生活馆,沈中华店,自有店,男士配饰,ZIPPO(之宝),北方区,东北,6085,158,2.6
2017-5-31,生活馆,绵阳店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,2999,690,23.01
2017-5-31,生活馆,绵阳店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,5439,125,2.3
2017-5-31,生活馆,上五角场店,管理店,男士皮鞋,HANG TEN,东南区,上海,4939,138,2.79
2017-5-31,生活馆,上成山店,自有店,男士皮鞋,HANG TEN,东南区,上海,1123,303,26.98
2017-5-31,生活馆,沈津桥店.,自有店,儿童服装,PAW IN PAW,北方区,东北,6139,826,13.45
2017-5-31,生活馆,天新百店,自有店,儿童服装,PAW IN PAW,北方区,华北,2679,428,15.98
2017-5-31,生活馆,天新百店,自有店,儿童服装,PAW IN PAW,北方区,华北,1111,177,15.93
2017-5-31,生活馆,天新百店,自有店,儿童服装,PAW IN PAW,北方区,华北,3733,597,15.99
2017-5-31,生活馆,北京一期（百货）,自有店,儿童服装,PAW IN PAW,北方区,华北,9944,248,2.49
2017-5-31,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,6235,151,2.42
2017-5-31,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,8750,131,1.5
2017-5-31,生活馆,上浦建店,自有店,儿童服装,PAW IN PAW,东南区,上海,3265,522,15.99
2017-5-31,生活馆,武橘口店,自有店,儿童服装,PAW IN PAW,中西区,华中,8190,163,1.99
2017-5-31,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,2279,410,17.99
2017-5-31,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,1128,101,8.95
2017-5-31,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,5269,948,17.99
2017-5-31,时尚馆,重庆店,自有店,儿童服装,PAW IN PAW,中西区,西南,1662,299,17.99
2017-5-31,时尚馆,重庆店,自有店,儿童服装,PAW IN PAW,中西区,西南,5195,935,18
2017-5-31,时尚馆,成都店,自有店,儿童服装,PAW IN PAW,中西区,西南,2410,122,5.06
2017-5-31,生活馆,沈中华店,自有店,儿童服装,PAW IN PAW,北方区,东北,1799,198,11.01
2017-5-31,时尚馆,兰州百货,自有店,儿童服装,PAW IN PAW,北方区,西北,1404,126,8.97
2017-5-31,生活馆,绵阳店,自有店,儿童服装,PAW IN PAW,中西区,西南,5121,717,14
2017-5-31,生活馆,武汉百货,自有店,儿童饰物,PAW IN PAW,中西区,华中,1409,338,23.99
2017-5-31,生活馆,武汉百货,自有店,儿童饰物,PAW IN PAW,中西区,华中,2538,609,24
2017-5-31,生活馆,北京一期（百货）,自有店,婴儿用品,O.C.T.MAMI(十月妈咪),北方区,华北,6844,200,2.92
2017-5-31,生活馆,天新百店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,3855,568,14.73
2017-5-31,生活馆,北京一期（百货）,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,5095,128,2.51
2017-5-31,生活馆,北利莹百_,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,6697,669,9.99
2017-5-31,时尚馆,上淮海店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2525,341,13.5
2017-5-31,时尚馆,上虹口店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,4549,591,12.99
2017-5-31,时尚馆,上长宁店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,6198,681,10.99
2017-5-31,生活馆,上七宝店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,3099,589,19.01
2017-5-31,生活馆,上五角场店,管理店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,9144,100,1.09
2017-5-31,生活馆,上浦建店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,3323,365,10.98
2017-5-31,生活馆,上宝山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2031,264,13
2017-5-31,生活馆,沈中华店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,东北,1804,365,20.23
2017-5-31,生活馆,沈中华店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,东北,4889,550,11.25
2017-5-31,生活馆,武汉百货,自有店,钟表,ZIPPO(之宝),中西区,华中,3798,106,2.79
2017-5-31,生活馆,沈津桥店.,自有店,床上用品,SINOMAX(丝露梦),北方区,东北,1689,316,18.71
2017-5-31,生活馆,北利莹百_,自有店,床上用品,SINOMAX(丝露梦),北方区,华北,3919,940,23.99
2017-5-31,时尚馆,上虹口店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,4919,138,2.81
2017-5-31,生活馆,上五角场店,管理店,床上用品,SINOMAX(丝露梦),东南区,上海,6989,195,2.79
2017-5-31,生活馆,上成山店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,1559,436,27.97
2017-5-31,时尚馆,武淮美店,自有店,床上用品,SINOMAX(丝露梦),中西区,华中,6569,177,2.69
2017-5-30,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,1829,347,18.97
2017-5-30,时尚馆,成都店,自有店,女士轻便服装,WHO.A.U,中西区,西南,2345,121,5.16
2017-5-30,生活馆,北京一期（百货）,自有店,女士上班服装,X.ZHINING,北方区,华北,9769,305,3.12
2017-5-30,时尚馆,重庆店,自有店,女士上班服装,WHO.A.U,中西区,西南,1979,297,15.01
2017-5-30,生活馆,上宝山店,自有店,女士成熟服装,O.C.T.MAMI(十月妈咪),东南区,上海,1325,371,28
2017-5-30,生活馆,天新百店,自有店,女士_衣,O.C.T.MAMI(十月妈咪),北方区,华北,4680,121,2.59
2017-5-30,生活馆,武汉百货,自有店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,2093,607,29
2017-5-30,时尚馆,武徐东店,管理店,女士_衣,O.C.T.MAMI(十月妈咪),中西区,华中,2218,604,27.23
2017-5-30,生活馆,北京二期（百货）,自有店,女士手袋及皮件,LESPORTSAC,北方区,华北,1949,448,22.99
2017-5-30,生活馆,天新百店,自有店,女士皮鞋,HANG TEN,北方区,华北,1392,348,25
2017-5-30,生活馆,北京二期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,3946,878,22.25
2017-5-30,生活馆,北京一期（百货）,自有店,女士皮鞋,HANG TEN,北方区,华北,3855,105,2.72
2017-5-30,时尚馆,北彩旋店.,自有店,女士皮鞋,HANG TEN,北方区,华北,3768,102,2.71
2017-5-30,生活馆,北利莹百_,自有店,女士皮鞋,HANG TEN,北方区,华北,9469,239,2.52
2017-5-30,时尚馆,上长宁店,自有店,女士皮鞋,HANG TEN,东南区,上海,3793,834,21.99
2017-5-30,生活馆,上宝山店,自有店,女士皮鞋,HANG TEN,东南区,上海,1679,319,19
2017-5-30,生活馆,上浦建店,自有店,男士轻便服装,RACB JJQN,东南区,上海,3299,924,28.01
2017-5-30,生活馆,上七宝店,自有店,男士上班服装,RACB JJQN,东南区,上海,3099,961,31.01
2017-5-30,生活馆,哈尔滨百货,自有店,男士配饰,ZIPPO(之宝),北方区,东北,6509,183,2.81
2017-5-30,生活馆,沈津桥店.,自有店,男士配饰,ZIPPO(之宝),北方区,东北,999,310,31.03
2017-5-30,生活馆,天新百店,自有店,男士配饰,ZIPPO(之宝),北方区,华北,1247,324,25.98
2017-5-30,生活馆,北京一期（百货）,自有店,男士配饰,ZIPPO(之宝),北方区,华北,3747,116,3.1
2017-5-30,时尚馆,上虹口店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,3079,823,26.73
2017-5-30,生活馆,上浦建店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,3219,837,26
2017-5-30,生活馆,上宝山店,自有店,男士配饰,ZIPPO(之宝),东南区,上海,5599,148,2.64
2017-5-30,时尚馆,武淮美店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,6649,186,2.8
2017-5-30,生活馆,武橘口店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,2053,575,28.01
2017-5-30,时尚馆,武徐东店,管理店,男士配饰,ZIPPO(之宝),中西区,华中,3469,936,26.98
2017-5-30,生活馆,武汉阳店,自有店,男士配饰,ZIPPO(之宝),中西区,华中,4999,136,2.72
2017-5-30,时尚馆,长沙店,自有店,男士配饰,ZIPPO(之宝),中西区,中南,5659,154,2.72
2017-5-30,时尚馆,昆明店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,8379,211,2.52
2017-5-30,时尚馆,重庆店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,3739,991,26.5
2017-5-30,时尚馆,成都店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,1161,302,26.01
2017-5-30,生活馆,沈中华店,自有店,男士配饰,ZIPPO(之宝),北方区,东北,1461,380,26.01
2017-5-30,生活馆,绵阳店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,1592,366,22.99
2017-5-30,生活馆,绵阳店,自有店,男士配饰,ZIPPO(之宝),中西区,西南,2979,685,22.99
2017-5-30,生活馆,上五角场店,管理店,男士皮鞋,HANG TEN,东南区,上海,5099,142,2.78
2017-5-30,生活馆,上成山店,自有店,男士皮鞋,HANG TEN,东南区,上海,2606,703,26.98
2017-5-30,生活馆,沈津桥店.,自有店,儿童服装,PAW IN PAW,北方区,东北,1799,242,13.45
2017-5-30,生活馆,天新百店,自有店,儿童服装,PAW IN PAW,北方区,华北,3219,515,16
2017-5-30,生活馆,天新百店,自有店,儿童服装,PAW IN PAW,北方区,华北,2147,343,15.98
2017-5-30,生活馆,北京一期（百货）,自有店,儿童服装,PAW IN PAW,北方区,华北,1013,253,24.98
2017-5-30,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,6287,152,2.42
2017-5-30,生活馆,北利莹百_,自有店,儿童服装,PAW IN PAW,北方区,华北,5218,782,14.99
2017-5-30,生活馆,上浦建店,自有店,儿童服装,PAW IN PAW,东南区,上海,2341,374,15.98
2017-5-30,生活馆,武橘口店,自有店,儿童服装,PAW IN PAW,中西区,华中,4795,959,20
2017-5-30,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,3979,716,17.99
2017-5-30,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,7743,696,8.99
2017-5-30,时尚馆,武徐东店,管理店,儿童服装,PAW IN PAW,中西区,华中,1789,322,18
2017-5-30,时尚馆,重庆店,自有店,儿童服装,PAW IN PAW,中西区,西南,1851,333,17.99
2017-5-30,时尚馆,重庆店,自有店,儿童服装,PAW IN PAW,中西区,西南,3189,574,18
2017-5-30,时尚馆,成都店,自有店,儿童服装,PAW IN PAW,中西区,西南,2754,140,5.08
2017-5-30,生活馆,沈中华店,自有店,儿童服装,PAW IN PAW,北方区,东北,2303,253,10.99
2017-5-30,时尚馆,兰州百货,自有店,儿童服装,PAW IN PAW,北方区,西北,1967,177,9
2017-5-30,生活馆,绵阳店,自有店,儿童服装,PAW IN PAW,中西区,西南,4463,625,14
2017-5-30,生活馆,绵阳店,自有店,儿童服装,PAW IN PAW,中西区,西南,6901,966,14
2017-5-30,生活馆,武汉百货,自有店,儿童饰物,PAW IN PAW,中西区,华中,1045,251,24.02
2017-5-30,生活馆,武汉百货,自有店,儿童饰物,PAW IN PAW,中西区,华中,2862,687,24
2017-5-30,生活馆,北京一期（百货）,自有店,婴儿用品,O.C.T.MAMI(十月妈咪),北方区,华北,1174,343,29.22
2017-5-30,生活馆,天新百店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,2977,439,14.75
2017-5-30,生活馆,北京一期（百货）,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,5790,146,2.52
2017-5-30,生活馆,北利莹百_,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,华北,1375,137,9.96
2017-5-30,时尚馆,上淮海店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1484,200,13.48
2017-5-30,时尚馆,上长宁店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2036,224,11
2017-5-30,生活馆,上七宝店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,1015,193,19.01
2017-5-30,生活馆,上五角场店,管理店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,4860,534,10.99
2017-5-30,生活馆,上浦建店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,2304,253,10.98
2017-5-30,生活馆,上宝山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,8719,113,1.3
2017-5-30,生活馆,上成山店,自有店,运动服装及用品,NEW BALANCE(新百伦),东南区,上海,7069,127,1.8
2017-5-30,生活馆,沈中华店,自有店,运动服装及用品,NEW BALANCE(新百伦),北方区,东北,5589,113,2.02
2017-5-30,生活馆,武汉百货,自有店,钟表,ZIPPO(之宝),中西区,华中,3798,106,2.79
2017-5-30,生活馆,北京一期（百货）,自有店,家庭用品,SINOMAX(丝露梦),北方区,华北,2400,756,31.5
2017-5-30,生活馆,上五角场店,管理店,床上用品,SINOMAX(丝露梦),东南区,上海,3389,949,28
2017-5-30,生活馆,上宝山店,自有店,床上用品,SINOMAX(丝露梦),东南区,上海,2099,588,28.01
